Word,0
ke,1721
dari,1284
ui,519
jadwal,497
stasiun,483
krl,424
berangkat,409
kamu,261
tanyajalan,255
apa,248
bisa,245
dong,243
aja,237
diri,215
perkenalin,184
bogor,161
depok,131
fasilkom,127
manggarai,125
lebih,116
banyak,115
tampilkan,114
jalan,107
jakarta,99
bekasi,88
pergi,86
universitas,85
indonesia,82
cara,77
ancol,65
bagaimana,64
kota,62
rumah,62
bandung,61
cek,59
pondok,57
tanah,56
rute,56
grogol,50
abang,48
city,48
pluit,45
kereta,42
pasar,40
central,40
senayan,40
slipi,38
park,37
busway,34
mau,34
monas,34
angke,33
bye,32
dua,32
blok,30
halo,29
tebet,28
perkenalkan,28
indah,27
cina,26
bagi,26
undefined,26
menteng,26
mangga,25
aku,24
mall,23
naik,23
sman,23
sudirman,22
itb,21
minggu,21
ini,20
ugm,20
sentul,20
mana,20
jembatan,20
hi,20
taman,19
gimana,19
duri,19
bintaro,19
cikini,18
museum,18
tanya,18
bandara,17
binus,17
sih,17
sini,17
anggrek,16
ga,16
hai,16
gading,16
coba,16
universitasindonesia,16
margo,16
square,16
tunjukin,15
ya,15
juanda,15
kuningan,15
lenteng,15
margonda,15
pocin,15
besar,15
cawang,15
karet,15
apaan,15
agung,15
kelapa,15
tanjung,14
kasih,14
hati,14
tokopedia,14
kutek,14
semanggi,14
fatahillah,14
malioboro,13
saya,13
malang,13
kalibata,13
surabaya,13
cengkareng,13
medan,12
lewat,12
kebumen,12
baru,12
plaza,12
trisakti,12
barat,11
siapa,11
tangerang,11
pantai,11
pulo,11
serpong,11
kampus,11
hatta,11
thanks,11
help,11
ngapain,10
payah,10
poris,10
sudimara,10
duren,10
cibubur,10
bali,10
pondokcina,10
london,10
gua,10
nice,9
yogyakarta,9
jakartakota,9
gede,9
pinang,9
lama,9
aeon,9
ranti,9
soekarno,9
mantap,9
kokas,9
halim,9
tau,9
pim,9
kalo,9
fx,9
jaya,9
kebayoran,9
kebun,8
pamulang,8
merauke,8
kukusan,8
jatinegara,8
matraman,8
gambir,8
gunadarma,8
keren,8
itu,8
pulang,8
masa,8
tokyo,8
raya,8
st,8
bsd,8
wow,7
transjakarta,7
kok,7
scbd,7
denpasar,7
meruya,7
gi,7
jadwak,7
ah,7
